Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
320,10528918,AMaker001,"2023-06-12 09:49:28",1.34723,11,amaker001
321,10483242,athrun.zala,"2023-06-12 11:50:24",1.34728,25,athrunzala
322,10490499,Pranay27sy,"2023-06-10 04:58:40",1.34728,19,pranay27sy
323,10478130,Jakub,"2023-06-12 19:24:31",1.34733,26,jakubrogulski
324,10506113,chrono-stratigraphy,"2023-06-08 15:16:14",1.34741,15,"cakrawisnumurthy,kevinryano,sabdawahidatulhusna"
325,10478599,Koustav,"2023-06-12 20:22:52",1.34768,10,koustavin
326,10504863,"Abhishek Maurya","2023-06-11 12:31:19",1.34781,10,abhishek123maurya
327,10487402,"Mikołaj Zaborowski","2023-06-11 20:42:54",1.34782,27,mikoajzaborowski
328,10476909,Hermengardo,"2023-06-12 20:11:10",1.34789,19,hermengardo
329,10490118,"SRIDHAR STREAKS","2023-06-11 04:27:29",1.34789,23,sridharstreaks
330,10531164,"Gabriel Facheti","2023-06-12 23:28:43",1.34791,1,gabrielfacheti
331,10481314,"Avgoustinos V","2023-06-12 15:39:32",1.34794,20,avgoustinosvikentiou
332,10480153,PrayMyFine,"2023-06-12 21:23:53",1.34804,27,prayasefu
333,10479504,"Oliver Bittner","2023-05-31 14:05:34",1.34809,4,oliverbittner
334,10477308,"Jeremy H","2023-06-10 01:17:29",1.34809,32,jeremyhaakenson
335,10537153,"Tanbeer Jubaer","2023-06-12 14:02:50",1.34829,3,tanbeerjubaer
336,10514454,c-nano,"2023-06-12 23:37:23",1.34829,19,"cettareswaraa,nabilti20"
337,10482320,whyoverfitting,"2023-06-01 14:04:31",1.34832,9,whyoverfitting
338,10477093,"Marília Prata","2023-05-31 13:44:39",1.34832,1,mpwolke
339,10486467,J_cheng,"2023-06-01 09:35:07",1.34832,2,jchengg
340,10493948,"Majid Abdoos","2023-06-02 00:02:19",1.34832,1,majidabdoos
341,10484171,GGGBond,"2023-06-07 05:55:18",1.34842,9,gggbond
342,10520890,soonernotfaster,"2023-06-11 20:08:47",1.34844,11,rockitcodes
343,10501489,"zaki nurkholis","2023-06-04 12:20:09",1.34849,3,mousemice
344,10514659,liu666liu,"2023-06-11 04:23:06",1.34852,24,liu666liu
345,10481262,"Saptarsi Das","2023-06-07 16:44:48",1.34855,30,"rayrishiraj,saptarsidas"
346,10479154,"Bassem Gouty","2023-05-31 21:30:36",1.34862,8,bassemgouty
347,10477003,"Vu Nguyen Thai","2023-06-05 03:45:09",1.34875,17,vnguynthi
348,10528228,Zenativity,"2023-06-12 21:28:34",1.34880,5,zenativity
349,10489410,jinhs1008,"2023-06-05 07:18:13",1.34882,4,jinhs1008
350,10476740,nishiguchinozomu,"2023-06-12 23:02:21",1.34900,10,nishiguchinozomu
351,10488660,김광륜,"2023-06-01 21:11:34",1.34908,3,dev7halo
352,10514493,BedynoAG,"2023-06-11 09:01:17",1.34910,4,bedynoag
353,10480769,"Aditya Bhatt","2023-06-11 09:53:11",1.34910,30,adityabhat
354,10491127,casati8,"2023-06-12 20:25:35",1.34910,21,casati8
355,10489311,"Anju Sukumaran","2023-06-07 02:14:38",1.34913,2,anjusukumaran4
356,10496054,Rureka,"2023-06-08 06:04:44",1.34913,15,rureka
357,10507550,"Muladi Muhamad","2023-06-10 07:32:10",1.34913,3,themeeemul
358,10479118,"Mehmet Çetin","2023-06-12 16:50:55",1.34928,38,manorie
359,10482234,zmkgstd,"2023-06-09 13:21:58",1.34941,11,zmkgstd
360,10496476,"rick van slobbe","2023-06-02 14:09:08",1.34941,5,rickvanslobbe
361,10518851,Zhiweiyoung,"2023-06-12 01:57:24",1.34941,16,zhiweiyoung
362,10498871,nibas,"2023-06-05 08:11:20",1.34948,10,nibass
363,10482531,"Douglas Marques","2023-06-12 20:58:09",1.34951,11,tatudoug
364,10476755,"Guilherme ARR","2023-06-02 02:00:16",1.34958,1,guilhermearr
365,10494015,Movich,"2023-06-12 01:07:21",1.34966,13,movich
366,10491583,MichaelGreco19,"2023-06-06 13:21:08",1.34966,2,michaelgreco19
367,10504463,wanyuewanyue,"2023-06-12 22:09:51",1.34971,5,wanyuewanyue
368,10539296,PowerRangers,"2023-06-12 17:55:20",1.34981,1,"diwakar1594,vaibhavgyl,vamgadu"
369,10479199,"GEORGE DOUKAS","2023-06-10 15:41:57",1.35014,18,georgedoukas
370,10482467,"Ali Osman Kaya","2023-06-04 16:32:33",1.35019,6,aliosmankaya
371,10540438,lishaofei,"2023-06-12 08:52:09",1.35039,4,lishaofei
372,10484672,"Teja Surya","2023-06-05 18:35:39",1.35050,11,tejasurya
373,10478231,"YOGESH PARAB","2023-06-01 08:35:28",1.35052,10,yogeshparab
374,10487999,"Ahmet Yıldırır","2023-06-12 22:38:36",1.35057,30,ahmetyldrr
375,10480520,"Daedalus Dream Journal","2023-06-01 11:47:57",1.35062,2,daedalusdreamjournal
376,10479420,"Massimiliano Michelini","2023-06-12 15:46:28",1.35098,6,maxmick87
377,10500196,hs685142,"2023-06-12 11:47:21",1.35123,24,hs685142
378,10480119,"Dmitry Vitkovskiy","2023-06-07 12:00:10",1.35143,10,dmitriyvitkovskiy
379,10492864,"satyadev badireddi","2023-06-12 09:29:17",1.35143,4,satyadevbadireddi
380,10486425,R.Shibuya,"2023-06-07 14:14:12",1.35169,11,paw27182
381,10521514,"Matthew Lampl","2023-06-09 13:24:05",1.35189,4,matthewlampl
382,10496951,AndruSha95,"2023-06-02 13:52:11",1.35191,1,andrusha95
383,10491912,Songsyans,"2023-06-11 03:33:38",1.35191,18,songsyans
384,10480949,MadMax,"2023-06-09 15:16:46",1.35199,14,lsorrentino
385,10478320,"Utkarsh Singh","2023-06-12 16:09:34",1.35209,13,utkarshx27
386,10519089,_Kaira,"2023-06-08 06:52:41",1.35224,7,veritasertegun
387,10484353,"Prathamesh P. Rege","2023-06-04 20:21:56",1.35229,6,prathameshprege
388,10515445,"Michael Belyaev","2023-06-11 11:11:06",1.35247,13,michaelbelyaev
389,10478516,MZS,"2023-06-03 04:23:08",1.35257,2,addddd1111
390,10501341,"André Rodrigues","2023-06-12 23:37:38",1.35288,7,andredrodrigues
391,10511492,Aman2909,"2023-06-12 16:49:53",1.35313,4,amanpathak2909
392,10487431,jołmenik,"2023-06-12 22:36:49",1.35320,3,jomenik
393,10516256,"Matthew Jansen","2023-06-07 12:14:46",1.35346,5,matthewjansen
394,10477564,JMVJ,"2023-06-12 04:28:45",1.35348,23,jmviji
395,10497885,"some anon user","2023-06-11 02:47:46",1.35356,16,someanonuser
396,10520014,"Rustam Narayan","2023-06-12 23:14:31",1.35358,8,rustamnarayan
397,10487977,"Eli Bansa","2023-06-06 21:07:40",1.35379,14,elibansa
398,10489359,froggyyyy,"2023-06-12 02:54:41",1.35379,16,froggyyyy
399,10498492,smackcrane,"2023-06-12 14:18:11",1.35382,4,smackcrane
400,10502470,"Adam Hollings","2023-06-07 20:23:36",1.35394,1,twinbanj
401,10533947,HelloSunPKU,"2023-06-12 03:32:59",1.35399,6,hellosunpku
402,10477168,"Seo Sangmin","2023-06-06 03:28:00",1.35419,11,seosangmin
403,10534539,"Yasitha Piyumal","2023-06-12 08:37:26",1.35429,1,yasithapiyumal
404,10511907,Benorli,"2023-06-12 22:36:46",1.35442,9,tastyshoe
405,10477208,Luiz,"2023-06-01 01:48:23",1.35444,11,chenyufeng
406,10492866,"Bart Kmie","2023-06-10 17:49:53",1.35450,38,bartkmie
407,10484026,"Ogi Rules","2023-06-09 05:26:03",1.35465,1,ogirules
408,10507447,"Jeff Kirkpatrick","2023-06-12 16:20:37",1.35485,19,jeffkirkpatrick
409,10485273,nodrobyy,"2023-06-09 08:55:05",1.35500,32,nodrobyy
410,10479289,gianni,"2023-06-04 10:42:43",1.35548,25,padova
411,10497932,Farhad88,"2023-06-12 13:01:09",1.35548,3,farhad88
412,10525840,Justyna,"2023-06-11 09:23:15",1.35548,5,justynapxw
413,10481043,"Joee Stevens","2023-06-06 14:25:12",1.35551,1,joeestevens
414,10488459,patoche450,"2023-06-01 00:43:00",1.35558,1,patoche450
415,10517979,sun9sun9,"2023-06-10 08:38:59",1.35559,7,sun9sun9
416,10487666,"Dhruv Roy Talukdar","2023-06-02 07:53:45",1.35576,3,dhruvroytalukdar
417,10507988,meissie,"2023-06-12 08:24:40",1.35584,18,meissie
418,10483114,"Mahyar Arani","2023-06-10 21:53:57",1.35584,11,mahyararani
419,10522973,"Rohit Rangwani","2023-06-09 23:06:59",1.35596,8,rohitrangwani
420,10537999,"Lee Jia Yu","2023-06-12 14:38:26",1.35600,7,leejiayu99
421,10481731,"Kaleab Asfaw Azezew","2023-06-07 18:41:54",1.35609,12,kaleab7
422,10480555,"Saw Jing Xien","2023-06-12 06:10:43",1.35609,16,awesomeharris
423,10494530,Jackenjill,"2023-06-10 06:28:37",1.35610,9,jackenjill
424,10481023,chanchino,"2023-06-06 18:56:55",1.35612,12,chanchino
425,10480366,maxsarmento,"2023-05-30 15:02:07",1.35614,1,maxsarmento
426,10476756,brother2330,"2023-05-30 05:42:48",1.35622,2,brother2330
427,10523679,qqqqc16,"2023-06-09 04:22:54",1.35622,2,qqqqc16
428,10480174,"Deepesh Salhotra","2023-06-07 01:57:54",1.35622,10,natsu18
429,10518676,"Majid Ahmad Khan","2023-06-08 11:39:52",1.35637,4,i191796majid
430,10519732,isooooooooo,"2023-06-08 14:06:05",1.35637,1,isooooooooo
431,10487385,"Mateusz Matejko","2023-06-12 16:20:05",1.35637,19,mateuszmatejko
432,10526490,"kaki8 momokuri3","2023-06-12 07:58:23",1.35642,17,kaki8momokuri3
433,10479729,"Iqman Singh Bhatia","2023-06-12 06:22:26",1.35643,30,iqmansingh
434,10504656,chengguanghu,"2023-06-11 08:57:51",1.35643,2,chengguanghu
435,10491610,JSchenk,"2023-06-06 14:32:11",1.35660,1,jschenk
436,10511720,"Massimiliano Pianges","2023-06-12 23:21:03",1.35660,16,massimilianopianges
437,10483624,motitori,"2023-05-31 14:18:50",1.35662,1,motitori
438,10527398,"Kulagin Aleksandr","2023-06-12 19:47:52",1.35665,5,kullluk
439,10477495,takamori00000,"2023-05-30 04:00:19",1.35697,1,takamori00000
440,10480621,kogni7,"2023-06-12 18:03:58",1.35705,45,kogni7
441,10501339,"Katsiaryna Chubarava","2023-06-12 22:55:41",1.35708,19,katechubarova
442,10508324,bvinning,"2023-06-09 08:43:36",1.35720,7,bvinning
443,10504860,Vorkov,"2023-06-05 20:01:47",1.35720,4,vorkov
444,10480237,"Sheeda SB","2023-06-12 00:46:01",1.35723,15,sheedasb
445,10480695,Vikram,"2023-06-10 10:30:00",1.35729,2,vikramreddy2001
446,10501007,"Ceyhun Sahin","2023-06-10 23:41:33",1.35746,7,ceyhunsahin
447,10479637,"Kawaii Coder UwU","2023-06-10 00:21:27",1.35746,3,kawaiicoderuwu
448,10523147,"Pratham Patel","2023-06-10 05:38:24",1.35751,4,pratham083
449,10492403,"Margarita Khaishbasheva","2023-06-03 18:06:17",1.35758,1,margovegano
450,10504589,sasayaka,"2023-06-12 14:14:54",1.35771,24,sasayaka
451,10500584,Salmon37,"2023-06-05 14:23:25",1.35786,3,salmon37
452,10501618,Noryko,"2023-06-03 15:35:37",1.35794,1,noryko
453,10491091,Mi-Kun,"2023-06-04 03:41:31",1.35794,5,willyuseabilly
454,10482874,"takekawa tomoki","2023-06-12 12:16:51",1.35802,24,takekawatomoki
455,10504930,"Michael Kazda","2023-06-04 23:19:31",1.35818,2,michaelkazda
456,10506138,pkuly2,"2023-06-10 18:56:21",1.35822,2,pkuly2
457,10496201,jangjangtaetae,"2023-06-03 13:38:26",1.35825,10,jangjangtaetae
458,10479260,"Pied Pipers","2023-05-30 18:57:53",1.35827,3,sujaykapadnis
459,10502560,"William Wayn","2023-06-03 22:35:43",1.35832,1,willzwayn
460,10522501,drsehid,"2023-06-08 08:56:40",1.35847,6,drsehid
461,10492664,"Flavio Brienza","2023-06-04 07:59:51",1.35850,9,flaviobrienza
462,10481049,"Chkoundi Abde","2023-06-06 23:40:14",1.35855,13,kotholo
463,10483654,ShenZihao,"2023-06-06 06:17:22",1.35860,2,shenzihao1
464,10498418,PiehTVH,"2023-06-04 05:03:18",1.35865,6,piehtvh
465,10532843,"Rafael Saraiva Campos","2023-06-12 11:10:13",1.35870,5,rafaelsaraivacampos
466,10477775,"Elias Solomatin","2023-05-30 17:38:03",1.35885,4,eliassolomatin
467,10477567,"Samvel Kocharyan","2023-06-11 10:53:38",1.35885,9,samvelkoch
468,10482753,"Ivan Aleksandrov","2023-05-31 21:37:53",1.35885,7,ivanblch
469,10505096,"Рагойжа Алексей","2023-06-04 14:58:30",1.35885,1,hesoyam69
470,10515241,"Mesut S. ŞİŞMAN","2023-06-11 23:32:23",1.35896,14,mesutssmn
471,10498647,"Nathan D'Souza","2023-06-11 16:30:53",1.35897,2,nathandsouza
472,10479300,georgeinparis,"2023-05-31 11:39:36",1.35898,5,georgeinparis
473,10521156,"Long Nguyen","2023-06-12 14:15:08",1.35934,2,ngntnlong
474,10522696,dr_qbg21,"2023-06-08 08:14:22",1.35935,6,drqbg21
475,10522247,"Saeid Rasouli","2023-06-08 09:02:53",1.35935,7,rasoulisaeid
476,10539986,Anuiel,"2023-06-12 01:26:34",1.35936,7,anuiel
477,10478164,"Yeti crab","2023-06-01 09:04:42",1.35965,6,devildev89
478,10507786,"NATCHIMUTHU N","2023-06-10 08:50:35",1.35967,6,natchimuthun
479,10497735,"Brinssi Alaaeddine","2023-06-02 17:05:03",1.35970,1,brinssialaaeddine
480,10478326,"Kai Rouse","2023-06-08 04:08:28",1.35971,2,kairouse
481,10483525,"Redfish Chan","2023-06-05 12:26:48",1.35986,1,redfishchan
482,10484254,pocketj,"2023-06-07 07:10:00",1.35991,3,pocketj
483,10481971,mrmatyas,"2023-06-02 13:27:52",1.35992,5,mrmatyas
484,10509072,"Mikhail Shumov","2023-06-11 21:14:05",1.35996,10,deeplord1985
485,10498612,ERuettin,"2023-06-09 20:14:04",1.36017,12,eruettin
486,10478419,"Alex Dundore","2023-06-09 02:02:30",1.36022,3,acdundore
487,10492856,Anna,"2023-06-02 18:55:43",1.36029,1,annacaldwelloverdier
488,10481671,"Mikhail Shuter","2023-06-08 15:24:09",1.36029,4,metrolog
489,10476880,Jingfan-Li,"2023-06-10 16:39:25",1.36038,7,jfli318
490,10489012,"Серей Кисиль","2023-06-06 10:06:23",1.36046,2,sergey22skrf
491,10535620,"Aaron Cool","2023-06-12 11:13:55",1.36047,3,aaroncool
492,10478207,"Paul Larmuseau","2023-05-31 19:51:28",1.36086,10,plarmuseau
493,10480165,Mbader12,"2023-06-12 05:46:43",1.36088,18,mbader12
494,10510590,"Aditya Vikram Choudhary","2023-06-05 20:59:00",1.36090,4,adityavchoudhary
495,10480193,"Hryk Hmgch","2023-06-12 12:45:00",1.36110,35,hrykhmgch
496,10525401,wasdef,"2023-06-09 14:01:15",1.36111,1,wasdef
497,10480752,"Thành Nhân Nguyễn","2023-06-12 12:08:06",1.36118,37,thnhnhnnguyn
498,10476707,"keita shimizu","2023-06-03 00:29:50",1.36126,12,keitashimizu21
499,10515353,KhaiYuen,"2023-06-08 02:55:11",1.36128,2,khaiyuen
500,10485452,"Charun Umesh","2023-06-03 03:02:35",1.36132,4,charunumesh
501,10504543,"Mikhail Khomenko","2023-06-04 12:23:53",1.36138,1,mikhailkhomenko1
502,10478526,steadyfox2,"2023-06-05 06:05:19",1.36143,30,steadyfox2
503,10503686,"Last Dance","2023-06-12 17:48:35",1.36143,3,lastdance9
504,10501983,giorgio_man,"2023-06-03 18:17:22",1.36146,5,giorgioman
505,10503705,melvik2020,"2023-06-06 15:47:31",1.36148,2,melvik2020
506,10528200,"Chen Dong","2023-06-12 18:09:33",1.36149,5,herescd
507,10513899,Anika,"2023-06-11 14:37:22",1.36160,6,anikagupta
508,10487356,"Miłka Dziekanowska","2023-06-06 21:49:26",1.36202,1,miladziekanowska
509,10485219,Scirpus,"2023-06-03 11:50:56",1.36257,6,scirpus
510,10477521,"Matteo Raso","2023-06-04 04:53:55",1.36260,9,johndoethenineteenth
511,10479750,Huang,"2023-05-31 09:28:27",1.36273,3,huangchengai
512,10532776,"Karthik Vinayan","2023-06-12 17:59:19",1.36281,7,nexuswho
513,10481762,"Shoaib Hossain","2023-06-09 12:23:38",1.36286,4,killershoaib
514,10501225,"Suraj Yerramilli","2023-06-10 04:51:12",1.36289,7,syerramilli
515,10543827,yak_ss,"2023-06-12 19:23:38",1.36298,2,yakss74
516,10487703,"Mohamed Essam","2023-06-12 20:03:01",1.36304,11,imessam
517,10482370,"Quantum Mo0se","2023-06-07 23:59:27",1.36305,12,quantummo0se
518,10516540,"Ислам Юсуфов","2023-06-07 09:32:29",1.36308,5,dregorianec
519,10481968,"Daniel Buckley","2023-06-04 20:26:52",1.36309,6,dannbuckley
520,10509192,FMoro10,"2023-06-07 19:25:54",1.36315,8,fmoro10
521,10479872,"Danilo de Paula Perl","2023-06-12 13:34:02",1.36336,4,danilopaula
522,10481566,"Edward Howell","2023-06-06 16:04:51",1.36338,10,edwardhowell
523,10484580,rizdi21,"2023-06-08 14:51:00",1.36344,6,kurosakishusuke
524,10483602,songsi22,"2023-06-07 03:56:42",1.36346,8,songsi22
525,10530666,mestermarc,"2023-06-12 12:41:47",1.36349,12,marcellmesterhzi
526,10515085,"Rachit Das","2023-06-12 11:36:54",1.36356,21,exterminator11
527,10479408,"Wei Chens","2023-06-08 12:10:31",1.36364,14,weichens
528,10491503,Quenn723,"2023-06-05 04:19:40",1.36374,14,quenn723
529,10532195,Galvao,"2023-06-11 17:34:01",1.36374,7,definitelynotacactus
530,10492092,"Dawid Bis","2023-06-01 20:41:38",1.36376,2,dawidbis
531,10492617,Guruprasad,"2023-06-05 14:50:57",1.36378,9,guruprasad91
532,10535299,"Paul Yurlov","2023-06-11 12:51:50",1.36379,3,paulyurlov
533,10486052,"[Deleted] 600cdf1e-df87-451d-a25d-e1f92bc55cda","2023-06-04 13:43:04",1.36382,3,del=57dfdcd929eb1d80
534,10477515,"Amar Loni","2023-06-01 06:16:50",1.36401,9,amarloni
535,10496527,"Harshit S","2023-06-07 06:02:00",1.36402,4,harshit264
536,10527750,"Frederic Heaume","2023-06-10 22:50:06",1.36404,4,fredaroo
537,10522745,einonm,"2023-06-12 22:59:43",1.36412,10,einonm
538,10487335,"Lukman Bayonle Salami","2023-06-05 10:01:46",1.36414,26,bayonlesalami
539,10484437,agggthis,"2023-06-10 13:55:47",1.36414,15,agggthis
540,10479498,"Francisco Mansilha","2023-06-04 11:32:38",1.36419,6,franciscomansilha
541,10485113,"Nikoolay Lovyagin","2023-06-12 19:26:57",1.36434,6,nikoolaylovyagin
542,10514870,"Sayantan Deb Barman","2023-06-09 10:31:39",1.36435,1,sayantandebbarman
543,10510833,rikiblinki,"2023-06-12 17:27:18",1.36440,1,rikiblinki
544,10500391,"[Deleted] 7d441173-d829-4b4e-b5e1-85b83865ca19","2023-06-04 11:56:01",1.36451,5,del=ef5995a95d2997ec
545,10479333,K.Panek,"2023-05-31 20:37:33",1.36461,2,panini92
546,10478595,"Maher el Ouahabi","2023-06-11 02:17:32",1.36462,1,maherelouahabi
547,10538580,"Muhammad Fausta","2023-06-11 14:59:44",1.36483,2,muhammadfausta
548,10478488,KittenBoost,"2023-06-06 07:01:16",1.36488,2,kabitt
549,10502917,NoooB1999,"2023-06-08 16:16:21",1.36493,5,nooob1999
550,10501875,"Мария Филатова","2023-06-12 23:06:56",1.36521,7,kchubaka
551,10481924,mmojz642,"2023-06-10 03:48:42",1.36528,14,mmojz642
552,10521842,"Nataliia Limanska","2023-06-12 18:12:25",1.36531,11,natalialimanska
553,10483288,non1non,"2023-06-02 04:33:37",1.36539,13,non1non
554,10501700,THILL3,"2023-06-11 20:41:05",1.36551,6,thill3
555,10500421,"Shardul Pingale","2023-06-07 19:40:38",1.36553,12,shardulpingale
556,10519373,"Maganti IT","2023-06-10 18:54:51",1.36562,58,"harshapondhugula,jagadishrcz,magantiit"
557,10507757,"Bindu Nethala","2023-06-10 12:33:15",1.36562,19,bindunethala
558,10523090,attet_mtp,"2023-06-08 03:30:59",1.36571,1,attetmtp
559,10516101,"[Deleted] fcd761c0-9614-4856-bd7a-4bec4afcc6b3","2023-06-06 21:08:04",1.36580,1,del=a731e806f57ef7ce
560,10482212,AndNov,"2023-06-12 23:58:03",1.36605,7,andnov
561,10502029,conclf,"2023-06-12 07:16:23",1.36611,5,conclf
562,10481073,"Oleg Polikarpov","2023-06-07 18:14:11",1.36614,2,olegpolikarpov
563,10482952,"Joan Marcos","2023-06-10 05:09:33",1.36617,5,joanmarcos
564,10499463,"David Gerth","2023-06-05 22:39:10",1.36620,2,nymets5
565,10505594,"Wahaj Raza","2023-06-06 17:55:38",1.36627,3,swahajraza
566,10492150,"Shashwat Kushwaha","2023-06-07 12:27:15",1.36647,2,shashwatk911
567,10479615,"Sanjana Satish68l","2023-06-12 22:38:18",1.36667,12,sanjanasatish68l
568,10486851,"didier komai","2023-06-09 10:25:42",1.36675,6,didierkomai
569,10532561,"Simarpreet Singh","2023-06-12 04:59:20",1.36680,10,cybersimar08
570,10478490,IvanVaccari,"2023-05-30 12:39:14",1.36683,3,ivanvaccari
571,10522103,"Hunter Boles","2023-06-11 21:34:23",1.36685,12,hunterb9101
572,10480089,"Zehong Huang","2023-06-01 07:32:27",1.36688,7,"zehonghuang,zhuior"
573,10493009,DanWaxman,"2023-06-01 23:01:35",1.36698,3,danwaxman
574,10514239,"Koceilla Yousfi","2023-06-12 18:48:44",1.36705,10,koceillayousfi
575,10489949,"Michal Dziechciarz","2023-06-05 07:36:12",1.36731,6,michaldziechciarz
576,10531866,"Thaluru Hemanth","2023-06-12 17:13:21",1.36748,10,thaluruhemanth
577,10482092,"Shubham Kumar Singh","2023-06-05 16:25:36",1.36754,5,shubkumarop
578,10477145,InDisQualified,"2023-06-04 01:11:06",1.36771,13,indisqualified
579,10517452,KKOBA619,"2023-06-08 00:37:12",1.36775,1,kkoba619
580,10494153,"NECHBA MOHAMMED","2023-06-02 03:27:09",1.36775,1,nechbamohammed
581,10497842,Parth,"2023-06-10 18:03:47",1.36775,1,parthgarasiya
582,10477374,Atuljo,"2023-06-07 11:54:43",1.36780,10,atuljo
583,10528933,"Jos Joe","2023-06-12 05:31:32",1.36785,2,josjoe
584,10504422,rwwwspo,"2023-06-04 12:51:24",1.36789,1,rwwwspo
585,10506400,"Mika Okamoto","2023-06-04 23:37:32",1.36819,4,mikaokamoto
586,10519487,Gperm_b,"2023-06-12 08:28:28",1.36822,3,gperm0
587,10521131,"Yogesh Shinde","2023-06-12 18:45:07",1.36844,10,yogesh239
588,10479380,yokoshu25,"2023-06-12 10:02:03",1.36847,11,shusei
589,10491022,"Suriya Krishna Mohan","2023-06-02 11:32:48",1.36851,10,suriyakrishna
590,10481301,Prasad,"2023-06-06 00:50:25",1.36867,11,vaidyaprasad84
591,10533503,"Bharat SHARMA1998","2023-06-12 22:06:58",1.36885,7,bharatsharma1998
592,10507685,Fakhriii',"2023-06-09 17:12:24",1.36888,14,fakhriii
593,10477394,Hiroshi,"2023-06-12 21:17:24",1.36891,23,hiroshiotagaki
594,10492795,"Egor Prakhov","2023-06-05 09:28:46",1.36899,1,egorprakhov
595,10494927,Zonwie,"2023-06-09 18:55:37",1.36903,8,zonwie
596,10511491,"Gustavo Felici","2023-06-07 19:37:26",1.36916,8,gustavofelici
597,10510636,"Amr Raed Amr","2023-06-05 17:28:31",1.36938,1,verynotsobarney
598,10491691,doublefc,"2023-06-11 11:11:34",1.36948,7,doublefc
599,10485626,ankitkumar,"2023-05-31 11:37:55",1.36962,4,neuralankit
600,10502239,nick2nick2,"2023-06-12 22:54:41",1.36989,17,nick2nick2
601,10478182,Alberto,"2023-06-02 10:19:35",1.36991,4,albone
602,10492937,"[Deleted] 635c7382-14f8-4d9d-b407-f29204274bfd","2023-06-12 19:20:50",1.37004,26,del=85a9ba3e73f084ca
603,10544739,"Vinit Kanani","2023-06-12 21:50:14",1.37020,5,iamvinitk
604,10482222,Kekada,"2023-06-12 06:57:52",1.37032,11,"hal1001k,shashankjat10"
605,10498326,"Sitian Yin","2023-06-06 17:04:26",1.37042,4,sitianyin
606,10511895,"[Deleted] bd6e35a7-4438-47c2-9dd9-b8a8bf235ed2","2023-06-08 11:09:37",1.37050,13,del=700eabfe2719982d
607,10478259,"Joel Sathiyendra","2023-06-05 09:14:47",1.37062,8,joelsathiyendra
608,10526276,rarezone,"2023-06-11 08:23:53",1.37073,7,rarezone
609,10522860,"Luís Fernando Torres","2023-06-11 05:54:27",1.37084,1,lusfernandotorres
610,10489291,"Kieran Yogaraj","2023-06-12 02:10:23",1.37090,8,kieranyogaraj
611,10492725,"Andrew Schmidt","2023-06-12 00:34:55",1.37101,8,adschmidt
612,10491287,"Roman Mataev","2023-06-12 16:59:03",1.37120,17,romanmataev
613,10488006,"Sanket Kumar Mali","2023-06-09 07:14:02",1.37121,17,sanket199
614,10519323,APollner,"2023-06-08 12:24:00",1.37136,10,aronpollner
615,10513810,"Assar Andersson","2023-06-12 21:44:41",1.37142,7,assarandersson
616,10489176,Tranbe,"2023-06-03 10:25:13",1.37143,2,tranbe
617,10480070,Turkey,"2023-06-02 08:40:03",1.37151,6,yazhinisp
618,10523309,"[Deleted] ad155fb8-70e1-49ea-b6c2-57794f0a6cd8","2023-06-12 07:21:00",1.37154,6,del=44c6e7a00710576f
619,10513961,"Damyan Stanchev","2023-06-08 14:18:40",1.37159,11,damyanstanchev
620,10490871,"Nazim Cherpanov","2023-06-08 04:23:22",1.37171,30,nazimcherpanov
621,10489747,"dame rajee","2023-06-04 12:13:12",1.37174,1,damerajee
622,10542642,"Fayz El Razaz","2023-06-12 16:21:16",1.37181,2,fayzerr
623,10532069,Honza,"2023-06-12 18:40:56",1.37206,15,honza123456
624,10477880,"Francesc Oliveras","2023-06-01 11:38:05",1.37209,6,francescoliveras
625,10539367,kenttcrane,"2023-06-12 08:38:54",1.37227,9,kenttcrane
626,10519509,"Roman Garayev","2023-06-08 14:33:54",1.37228,1,letmewin97
627,10518335,YuiNishie,"2023-06-12 08:19:50",1.37242,4,yuinishie
628,10484135,Doru11,"2023-06-10 13:15:51",1.37245,9,doru11
629,10486071,"Alessandro Lo Bello","2023-06-12 20:31:47",1.37250,11,alessandrolobello
630,10509939,gpc_1278,"2023-06-10 04:09:29",1.37251,12,gpc1278
631,10495203,"Nikhil Anand","2023-06-07 05:32:09",1.37262,2,totoro29
632,10491945,Willrl,"2023-06-08 19:10:08",1.37285,8,willhain
633,10494605,koustubhk,"2023-06-08 00:35:31",1.37295,2,kkhandekar
634,10498684,wspirat,"2023-06-06 21:20:02",1.37333,14,wspirat
635,10492536,TIP,"2023-06-03 02:53:00",1.37348,6,tipatle
636,10520413,"[Deleted] 40dd9888-3cde-4b92-8d97-6bb1b383ed92","2023-06-07 15:58:51",1.37353,1,del=44ba123f975b9f71
637,10501189,"tsung lin","2023-06-08 05:02:19",1.37361,7,tsunglin0409
638,10485977,"Mark Voitov","2023-06-12 21:03:30",1.37366,35,markvoitov
639,10515967,"Haritonov Vasya","2023-06-06 17:32:17",1.37400,3,haritonovvasya
640,10478579,"Miss Zeferino","2023-06-08 11:26:21",1.37404,4,lucianazeferino
641,10496891,"Francisco Firmino","2023-06-06 14:03:00",1.37424,5,franciscofirmino
642,10482094,"Mahmoud A.1","2023-06-02 16:17:10",1.37430,9,mahmouda12
643,10512291,sardinetrawler,"2023-06-11 22:31:42",1.37445,5,sardinetrawler
644,10502876,Snneva,"2023-06-06 09:52:34",1.37450,12,snneva
